BPE 2016 - Base permanente des équipements : commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 11/07/2016       Géographie au 01/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee, Base permanente des équipements 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code IRIS,Libellé IRIS,COM,Libellé commune ou ARM,Région,Département,Hypermarché,Supermarché,Grande surface de bricolage,Supérette,Epicerie,Boulangerie,Boucherie charcuterie,Produits surgelés,Poissonnerie,Librairie papeterie journaux,Magasin de vêtements,Magasin d'équipements du foyer,Magasin de chaussures,Magasin d'électroménager et de matériel audio-vidéo,Magasin de meubles,Magasin d'articles de sports et de loisirs,Magasin de revêtements murs et sols,Droguerie quincaillerie bricolage,Parfumerie,Horlogerie Bijouterie,Fleuriste,Magasin d'optique,Magasin de matériel médical et orthopédique,Station service
IRIS,LIB_IRIS,COM,LIB_COM,REG,DEP,NB_B101,NB_B102,NB_B103,NB_B201,NB_B202,NB_B203,NB_B204,NB_B205,NB_B206,NB_B301,NB_B302,NB_B303,NB_B304,NB_B305,NB_B306,NB_B307,NB_B308,NB_B309,NB_B310,NB_B311,NB_B312,NB_B313,NB_B315,NB_B316
751051805,Jardin des Plantes 5,75105,Paris 5e  Arrondissement,11,75,0,0,0,1,6,4,0,0,0,7,3,0,0,0,1,0,0,0,0,0,2,1,0,0
751051806,Jardin des Plantes 6,75105,Paris 5e  Arrondissement,11,75,0,0,0,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751051807,Jardin des Plantes 7,75105,Paris 5e  Arrondissement,11,75,0,2,0,1,1,2,1,1,1,3,7,1,1,0,0,0,0,0,0,0,2,2,0,0
751051808,Jardin des Plantes 8,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,1,0
751051809,Jardin des Plantes,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751051899,Seine et berges 2,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751051901,Val de Grace 1,75105,Paris 5e  Arrondissement,11,75,0,0,0,1,4,2,3,0,0,3,1,1,0,0,0,1,0,3,2,0,2,1,1,0
751051902,Val de Grace 2,75105,Paris 5e  Arrondissement,11,75,0,1,0,0,1,2,1,0,0,3,1,0,1,1,0,1,0,0,0,2,1,1,0,0
751051903,Val de Grace 3,75105,Paris 5e  Arrondissement,11,75,0,0,0,1,5,2,3,1,0,3,5,1,1,0,0,0,0,1,0,0,0,1,0,0
751051904,Val de Grace 4,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0
751051905,Val de Grace 5,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,3,4,1,0,0,10,6,2,0,1,0,2,0,0,2,1,2,1,0,0
751051906,Val de Grace 6,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,3,5,2,0,0,3,3,2,0,0,0,0,0,0,2,1,1,1,0,0
751051907,Val de Grace 7,75105,Paris 5e  Arrondissement,11,75,0,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
751051908,Val de Grace 8,75105,Paris 5e  Arrondissement,11,75,0,1,0,0,3,4,1,0,0,4,12,0,2,1,1,1,0,0,1,1,2,1,0,0
751052001,Sorbonne 1,75105,Paris 5e  Arrondissement,11,75,0,2,0,0,1,4,0,1,0,3,2,2,0,1,0,1,0,0,0,1,0,0,0,0
751052002,Sorbonne 2,75105,Paris 5e  Arrondissement,11,75,0,0,0,1,2,1,0,0,0,14,15,0,3,0,0,1,0,0,1,1,1,4,0,0
751052003,Sorbonne 3,75105,Paris 5e  Arrondissement,11,75,0,1,0,1,1,4,0,0,0,19,17,1,5,0,0,4,0,0,1,2,1,0,0,0
751052004,Sorbonne 4,75105,Paris 5e  Arrondissement,11,75,0,1,0,2,8,6,2,1,1,28,6,3,0,0,2,26,1,2,3,2,2,4,1,0
751052005,Sorbonne 5,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751052099,Seine et berges 3,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75105ZZZZ,Non localisé à l'iris,75105,Paris 5e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
751062101,Monnaie 1,75106,Paris 6e  Arrondissement,11,75,0,5,0,0,1,7,2,0,1,18,40,4,10,0,2,2,0,0,5,6,2,3,1,0
751062102,Monnaie 2,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,1,2,2,0,0,14,15,4,1,1,3,0,0,0,0,3,0,4,0,0
751062103,Monnaie 3,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,3,1,0,1,0,15,13,2,0,0,3,1,1,0,1,0,0,0,0,0
751062199,Seine et Berges 1,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751062201,Odeon 1,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
751062202,Odeon 2,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,2,24,2,0,0,1,0,0,0,2,4,2,2,0,0
751062203,Odeon 3,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,4,7,2,1,2,10,91,4,16,0,3,2,0,0,1,2,4,4,0,0
751062204,Odeon 4,75106,Paris 6e  Arrondissement,11,75,0,2,0,0,1,4,0,0,1,30,36,11,3,1,8,0,0,1,6,3,2,2,4,0
751062205,Jardin du Luxembourg,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751062301,Notre Dame des Champs 1,75106,Paris 6e  Arrondissement,11,75,0,0,0,1,0,1,0,0,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0
751062302,Notre Dame des Champs 2,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,0,2,0,0,0,1,13,1,2,0,0,0,0,0,1,1,1,2,0,0
751062303,Notre Dame des Champs 3,75106,Paris 6e  Arrondissement,11,75,0,0,0,1,1,1,1,0,1,5,21,2,3,0,2,0,0,1,3,3,1,2,0,0
751062304,Notre Dame des Champs 4,75106,Paris 6e  Arrondissement,11,75,0,0,0,3,3,5,0,0,0,1,8,0,1,0,4,0,1,2,0,1,1,3,0,0
751062305,Notre Dame des Champs 5,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,1,2,2,0,0,7,19,2,5,0,2,1,0,0,3,3,5,3,1,0
751062306,Notre Dame des Champs 6,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,4,1,1,0,0,4,14,3,4,0,5,0,0,0,5,3,1,2,0,0
751062307,Notre Dame des Champs 7,75106,Paris 6e  Arrondissement,11,75,0,0,0,2,2,1,1,0,0,3,21,1,4,0,2,0,2,0,4,3,0,1,0,0
751062308,Notre Dame des Champs 8,75106,Paris 6e  Arrondissement,11,75,0,1,0,4,1,5,4,0,0,2,26,5,4,1,2,1,0,1,6,2,3,6,3,0
751062309,Notre Dame des Champs 9,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,4,7,1,0,1,1,57,3,11,0,2,1,0,2,3,8,1,5,2,0
751062310,Notre Dame des Champs 10,75106,Paris 6e  Arrondissement,11,75,0,2,0,0,3,4,0,0,0,5,67,5,35,0,6,3,1,0,4,10,0,5,0,0
751062311,Notre Dame des Champs 11,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,3,5,0,0,0,2,22,5,9,0,4,0,1,1,2,5,1,3,2,0
751062401,Saint-Germain des Pres 1,75106,Paris 6e  Arrondissement,11,75,0,1,0,0,0,1,0,1,0,6,88,5,23,0,1,0,0,0,4,19,1,4,0,0
751062402,Saint-Germain des Pres 2,75106,Paris 6e  Arrondissement,11,75,0,1,0,0,2,3,3,0,0,23,37,12,4,0,6,0,6,0,4,11,0,1,0,0
751062499,Seine et Berges 2,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75106ZZZZ,Non localisé à l'iris,75106,Paris 6e  Arrondissement,11,75,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
751072501,Saint-Thomas d'Aquin 1,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,1,5,50,10,18,0,12,0,2,0,3,8,1,4,0,0
751072502,Saint-Thomas d'Aquin 2,75107,Paris 7e  Arrondissement,11,75,0,0,0,1,4,4,0,0,1,4,19,5,4,0,4,1,5,0,1,2,4,3,0,0
751072503,Saint-Thomas d'Aquin 3,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,2,1,0,0,7,3,2,0,0,3,0,0,0,0,2,2,0,0,0
751072504,Saint-Thomas d'Aquin 4,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,3,2,1,0,0,2,15,4,5,0,4,1,3,2,1,5,5,4,0,0
751072505,Saint-Thomas d'Aquin 5,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,3,4,1,0,0,4,11,6,1,0,7,0,1,2,1,2,1,0,0,0
751072506,Saint-Thomas d'Aquin 6,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,2,1,0,0,6,26,11,1,1,26,0,4,1,2,4,1,2,0,0
751072507,Saint-Thomas d'Aquin 7,75107,Paris 7e  Arrondissement,11,75,0,2,0,0,0,0,0,0,0,1,18,0,7,0,0,0,0,0,2,2,0,0,0,0
751072508,Saint-Thomas d'Aquin 8,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072601,Invalides 1,75107,Paris 7e  Arrondissement,11,75,0,2,0,1,4,2,1,0,0,2,6,1,1,0,2,0,0,1,0,1,2,0,1,0
751072602,Invalides 2,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,2,0,0,0,2,2,0,0,1,2,0,0,0,0,0,3,1,0,0
751072603,Invalides 3,75107,Paris 7e  Arrondissement,11,75,0,0,0,2,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0
751072604,Invalides 4,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,3,0,0,0,5,10,0,0,0,8,0,0,0,0,0,1,1,0,0
751072605,Invalides 5,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072606,Invalides 6,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072699,Seine et Berges 2,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072701,Ecole Militaire 1,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,6,1,1,0,4,7,0,0,0,1,0,0,1,3,0,1,3,1,0
751072702,Ecole Militaire 2,75107,Paris 7e  Arrondissement,11,75,0,1,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0
751072703,Ecole Militaire 3,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
751072704,Ecole Militaire 4,75107,Paris 7e  Arrondissement,11,75,0,1,0,0,1,2,2,0,0,2,3,2,0,1,2,0,0,0,0,0,0,0,0,0
751072705,Ecole Militaire 5,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,4,2,0,0,0,2,4,1,1,0,2,0,1,1,1,1,2,1,0,0
751072706,Ecole Militaire 6,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0
751072707,Ecole Militaire 7,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072801,Gros Caillou 1,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,3,3,0,0,0,5,4,1,0,0,1,0,0,0,1,5,1,2,1,0
751072802,Gros Caillou 2,75107,Paris 7e  Arrondissement,11,75,0,0,0,1,1,1,1,0,1,2,2,0,1,0,1,0,0,0,0,1,0,2,0,0
751072803,Gros Caillou 3,75107,Paris 7e  Arrondissement,11,75,0,1,0,1,1,6,2,0,1,2,6,2,1,1,1,0,0,1,1,1,5,5,0,0
751072804,Gros Caillou 4,75107,Paris 7e  Arrondissement,11,75,0,0,0,1,5,5,1,0,0,3,27,2,9,0,4,1,0,1,4,3,1,3,0,0
751072805,Gros Caillou 5,75107,Paris 7e  Arrondissement,11,75,0,2,0,1,4,3,5,1,0,2,11,3,3,0,1,0,1,2,0,2,4,2,2,0
751072806,Gros Caillou 6,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,1,1,0,0,1,1,0,0,0
751072807,Gros Caillou 7,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,2,1,1,0,0,2,3,0,0,0,2,0,2,0,1,0,1,2,0,0
751072808,Gros Caillou 8,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,3,4,2,0,0,1,10,0,0,0,1,0,0,0,0,3,0,1,0,0
751072809,Gros Caillou 9,75107,Paris 7e  Arrondissement,11,75,0,1,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,1,0,1,2,0,0,0
751072810,Gros Caillou 10,75107,Paris 7e  Arrondissement,11,75,0,2,0,1,0,6,0,0,0,5,17,0,3,2,2,0,0,0,1,1,3,2,0,0
751072811,Gros Caillou 11,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,3,0,0,0,0,1,2,0,1,1,0,0,0,0,3,1,0,0,1,0
751072812,Champ de Mars,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072899,Seine et Berges 3,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75107ZZZZ,Non localisé à l'iris,75107,Paris 7e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751082901,Champs Elysees 1,75108,Paris 8e  Arrondissement,11,75,0,2,0,0,2,1,1,0,0,2,53,2,6,1,2,0,0,1,9,15,1,3,1,0
751082902,Champs Elysees 2,75108,Paris 8e  Arrondissement,11,75,0,2,0,0,0,0,0,0,0,1,30,0,5,1,1,0,0,0,1,6,0,0,1,0
751082903,Champs Elysees 3,75108,Paris 8e  Arrondissement,11,75,0,1,0,0,1,2,0,0,0,4,53,2,4,0,2,3,1,0,6,10,1,4,0,0
751082904,Champs Elysees 4,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,1,0,0,1,0,1,6,4,0,0,2,0,0,0,2,1,0,0,1,0
751082905,Champs Elysees 5,75108,Paris 8e  Arrondissement,11,75,0,4,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,1,1,4,0,1,1,0
751082906,Champs Elysees 6,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,0,0,2,3,1,0,0,0
751082907,Concorde Jar Chps Elysees,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,0,1,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0
751082999,Seine et Berges,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
751083001,Faubourg du Roule 1,75108,Paris 8e  Arrondissement,11,75,0,0,0,1,1,4,0,0,0,4,15,1,5,0,4,2,2,0,2,8,2,0,1,0
751083002,Faubourg du Roule 2,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,3,4,1,0,0,2,12,0,3,0,3,2,0,0,3,2,1,0,0,0
751083003,Faubourg du Roule 3,75108,Paris 8e  Arrondissement,11,75,0,1,0,0,6,4,0,0,0,11,109,14,16,7,13,7,2,0,27,28,7,9,2,0
751083004,Faubourg du Roule 4,75108,Paris 8e  Arrondissement,11,75,0,2,0,1,4,6,3,0,0,4,37,6,7,0,2,2,0,1,12,8,3,8,1,0
751083005,Faubourg du Roule 5,75108,Paris 8e  Arrondissement,11,75,0,1,0,0,2,5,0,0,1,10,28,5,5,4,7,4,2,0,11,7,1,5,0,0
751083006,Faubourg du Roule 6,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,4,1,0,0,0,2,3,3,2,2,4,0,0,0,1,0,1,0,0,0
751083101,Madeleine 1,75108,Paris 8e  Arrondissement,11,75,0,0,0,3,0,0,0,0,0,0,28,5,10,0,1,1,0,0,4,22,0,0,2,0
751083102,Madeleine 2,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,1,1,0,0,0,2,26,4,2,0,3,1,1,0,4,5,2,1,1,0
751083103,Madeleine 3,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,1,1,1,1,0,5,26,2,7,1,0,3,1,1,5,5,1,5,1,0
751083104,Madeleine 4,75108,Paris 8e  Arrondissement,11,75,0,1,0,0,3,0,0,0,0,1,13,3,2,0,1,0,2,0,2,2,2,1,1,0
751083105,Madeleine 5,75108,Paris 8e  Arrondissement,11,75,0,0,0,1,3,3,0,0,0,7,86,12,10,1,2,1,1,0,8,14,0,4,3,0
751083106,Madeleine 6,75108,Paris 8e  Arrondissement,11,75,0,1,0,0,2,4,2,0,0,8,64,11,12,3,4,1,1,1,7,12,5,7,5,0
751083107,Madeleine 7,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,8,4,1,0,1,0,0,0,3,1,0,2,0,0
751083108,Madeleine 8,75108,Paris 8e  Arrondissement,11,75,0,1,0,1,1,1,0,0,0,5,21,2,13,0,1,1,2,0,2,1,0,4,2,0
751083201,Europe 1,75108,Paris 8e  Arrondissement,11,75,0,2,0,0,3,3,0,0,0,4,17,9,1,3,1,0,1,0,0,1,2,5,1,0
751083202,Europe 2,75108,Paris 8e  Arrondissement,11,75,0,1,0,1,4,2,1,0,1,4,7,0,0,1,4,0,1,0,3,2,0,4,0,0
751083203,Europe 3,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,2,1,0,0,0,1,6,1,3,1,1,1,0,0,0,1,0,1,0,0
751083204,Europe 4,75108,Paris 8e  Arrondissement,11,75,0,0,0,1,2,1,0,0,0,1,7,4,1,2,2,1,1,0,4,4,1,0,1,0
751083205,Europe 5,75108,Paris 8e  Arrondissement,11,75,0,0,0,2,3,3,1,1,0,7,5,4,0,3,3,1,0,0,3,1,2,3,0,0
751083206,Europe 6,75108,Paris 8e  Arrondissement,11,75,0,2,0,0,2,3,2,1,0,2,2,5,0,1,0,0,0,1,0,0,3,0,0,0
751083207,Europe 7,75108,Paris 8e  Arrondissement,11,75,0,2,1,1,4,2,2,0,0,3,5,3,0,0,1,0,0,2,4,3,4,2,2,0
751083208,Europe 8,75108,Paris 8e  Arrondissement,11,75,0,0,0,1,5,5,1,0,0,25,29,2,5,1,0,2,0,0,5,8,0,7,1,0
751083209,Europe 9,75108,Paris 8e  Arrondissement,11,75,0,2,0,0,1,3,0,0,0,6,9,0,6,2,4,0,2,2,1,1,4,8,0,0
751083210,Europe 10,75108,Paris 8e  Arrondissement,11,75,0,0,0,1,0,2,0,0,0,1,5,2,0,1,1,1,0,0,1,0,1,1,0,0
75108ZZZZ,Non localisé à l'iris,75108,Paris 8e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,3
751093301,Saint-Georges 1,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,3,2,4,0,1,3,13,4,1,1,2,0,0,2,1,0,1,2,0,0
751093302,Saint-Georges 2,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,1,0,0,0,0,4,3,2,2,2,2,1,0,0,0,1,0,0,0,0
751093303,Saint-Georges 3,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,2,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0
751093304,Saint-Georges 4,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,5,1,3,1,0,2,3,1,0,0,0,1,0,0,1,3,1,2,0,0
751093305,Saint-Georges 5,75109,Paris 9e  Arrondissement,11,75,0,5,0,0,3,3,0,0,0,6,15,0,0,2,2,1,1,0,3,0,0,4,1,0
751093306,Saint-Georges 6,75109,Paris 9e  Arrondissement,11,75,0,0,0,2,5,2,0,0,0,6,6,1,2,2,3,0,0,0,2,0,0,1,1,0
751093307,Saint-Georges 7,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,6,3,2,0,0,4,10,4,1,6,2,0,0,0,3,1,1,0,0,0
751093308,Saint-Georges 8,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,5,1,0,0,0,9,10,3,0,6,1,1,0,0,1,0,1,0,0,0
751093309,Saint-Georges 9,75109,Paris 9e  Arrondissement,11,75,0,1,0,1,7,2,0,0,0,2,8,4,0,1,1,0,0,0,1,1,2,1,0,0
751093310,Saint-Georges 10,75109,Paris 9e  Arrondissement,11,75,0,0,0,1,8,4,0,0,2,3,3,1,1,13,0,2,0,0,1,2,4,0,0,0
751093311,Saint-Georges 11,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,5,10,1,2,0,2,2,0,0,2,0,0,2,1,0
751093401,Chaussee d'Antin 1,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,1,0,0,0,0,1,9,0,3,3,0,1,0,1,4,1,0,4,0,0
751093402,Chaussee d'Antin 2,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,0,0,0,0,0,8,15,1,3,0,0,0,0,0,3,4,3,0,0,0
751093403,Chaussee d'Antin 3,75109,Paris 9e  Arrondissement,11,75,0,2,0,1,2,7,1,0,0,17,67,2,12,2,4,1,0,0,13,8,0,10,0,0
751093404,Chaussee d'Antin 4,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,0,1,0,0,0,4,15,1,12,0,1,0,0,0,2,5,0,1,0,0
751093405,Chaussee d'Antin 5,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,4,3,0,0,0,3,39,0,22,2,0,1,0,0,4,6,0,2,0,0
751093406,Chaussee d'Antin 6,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0,0,0,0
751093407,Chaussee d'Antin 7,75109,Paris 9e  Arrondissement,11,75,0,0,0,1,3,1,1,0,0,2,8,0,0,0,0,0,0,0,0,4,0,1,0,0
751093408,Chaussee d'Antin 8,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,4,3,0,0,0,3,34,1,7,0,0,0,0,0,3,2,0,5,1,0
751093409,Chaussee d'Antin 9,75109,Paris 9e  Arrondissement,11,75,0,2,0,0,0,3,0,0,0,6,38,0,15,1,1,3,0,0,11,10,1,4,1,0
751093501,Faubourg Montmartre 1,75109,Paris 9e  Arrondissement,11,75,0,4,0,1,10,5,3,0,0,8,34,4,6,0,1,0,0,0,3,3,0,3,0,0
751093502,Faubourg Montmartre 2,75109,Paris 9e  Arrondissement,11,75,0,2,0,0,3,2,3,0,0,7,20,5,2,1,1,0,0,1,5,23,4,11,1,0
751093503,Faubourg Montmartre 3,75109,Paris 9e  Arrondissement,11,75,0,0,0,3,8,4,4,0,0,10,20,0,2,2,0,0,0,1,2,4,1,3,0,0
751093504,Faubourg Montmartre 4,75109,Paris 9e  Arrondissement,11,75,0,1,0,1,1,6,0,0,0,10,8,3,3,1,2,0,0,0,2,8,2,0,0,0
751093601,Rochechouart 1,75109,Paris 9e  Arrondissement,11,75,0,0,0,1,2,1,1,0,0,5,10,3,1,0,2,0,0,0,2,1,2,3,0,0
751093602,Rochechouart 2,75109,Paris 9e  Arrondissement,11,75,0,1,0,1,4,1,1,0,0,4,15,1,2,0,2,0,0,1,1,1,2,3,0,0
751093603,Rochechouart 3,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,5,0
751093604,Rochechouart 4,75109,Paris 9e  Arrondissement,11,75,0,0,0,1,1,7,2,1,0,1,7,1,3,0,2,1,0,0,1,1,3,2,2,0
751093605,Rochechouart 5,75109,Paris 9e  Arrondissement,11,75,0,0,0,1,2,3,2,0,0,2,19,2,0,1,2,0,0,2,1,1,1,0,0,0
751093606,Rochechouart 6,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,5,3,0,0,0,0,5,4,0,2,1,0,0,1,2,2,1,3,1,0
751093607,Rochechouart 7,75109,Paris 9e  Arrondissement,11,75,0,0,1,0,3,1,4,0,0,1,3,1,0,0,0,1,0,0,1,3,0,0,0,0
751093608,Rochechouart 8,75109,Paris 9e  Arrondissement,11,75,0,2,0,0,3,5,0,0,1,3,8,1,1,0,2,1,0,0,0,1,1,0,0,0
751093609,Rochechouart 9,75109,Paris 9e  Arrondissement,11,75,0,1,0,0,7,2,2,1,1,2,9,2,1,3,1,0,0,1,4,1,3,1,0,0
751093610,Rochechouart 10,75109,Paris 9e  Arrondissement,11,75,0,1,0,1,1,0,1,0,0,0,19,2,3,1,0,1,0,0,3,1,1,0,0,0
75109ZZZZ,Non localisé à l'iris,75109,Paris 9e  Arrondissement,11,75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
751103701,Saint-Vincent de Paul 1,75110,Paris 10e  Arrondissement,11,75,0,0,1,1,5,6,0,0,1,1,17,5,0,2,3,0,0,1,2,0,0,2,0,0
751103702,Saint-Vincent de Paul 2,75110,Paris 10e  Arrondissement,11,75,0,0,0,1,4,2,1,0,1,4,6,0,1,1,2,0,0,1,2,1,1,2,2,0
751103703,Saint-Vincent de Paul 3,75110,Paris 10e  Arrondissement,11,75,0,1,1,1,11,4,2,0,0,2,11,6,2,2,1,1,1,0,3,1,1,2,2,0
751103704,Saint-Vincent de Paul 4,75110,Paris 10e  Arrondissement,11,75,0,1,1,1,8,5,8,0,1,8,27,2,2,0,2,1,0,0,3,4,3,4,0,0
751103705,Saint-Vincent de Paul 5,75110,Paris 10e  Arrondissement,11,75,0,1,0,2,4,4,1,1,0,6,9,2,0,1,1,0,1,0,1,0,2,1,0,0
751103706,Saint-Vincent de Paul 6,75110,Paris 10e  Arrondissement,11,75,0,0,0,1,4,4,2,0,0,2,75,2,10,1,2,0,0,3,0,3,2,0,0,0
751103707,Saint-Vincent de Paul 7,75110,Paris 10e  Arrondissement,11,75,0,0,0,1,4,2,3,0,0,4,11,0,0,0,1,0,0,0,2,1,0,3,0,0
751103708,Saint-Vincent de Paul 8,75110,Paris 10e  Arrondissement,11,75,0,0,0,0,20,1,5,1,2,3,7,0,0,5,1,0,0,0,1,5,2,0,0,0
751103709,Saint-Vincent de Paul 9,75110,Paris 10e  Arrondissement,11,75,0,2,0,1,4,0,3,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
751103710,Saint-Vincent de Paul 10,75110,Paris 10e  Arrondissement,11,75,0,0,0,0,0,1,0,0,0,15,9,0,2,0,0,0,0,0,4,2,1,0,0,0
