CODGEO,LIBGEO,EMPL11_SEXE1_TP1,EMPL11_SEXE1_TP2,EMPL11_SEXE2_TP1,EMPL11_SEXE2_TP2,EMPL12_SEXE1_TP1,EMPL12_SEXE1_TP2,EMPL12_SEXE2_TP1,EMPL12_SEXE2_TP2,EMPL13_SEXE1_TP1,EMPL13_SEXE1_TP2,EMPL13_SEXE2_TP1,EMPL13_SEXE2_TP2,EMPL14_SEXE1_TP1,EMPL14_SEXE1_TP2,EMPL14_SEXE2_TP1,EMPL14_SEXE2_TP2,EMPL15_SEXE1_TP1,EMPL15_SEXE1_TP2,EMPL15_SEXE2_TP1,EMPL15_SEXE2_TP2,EMPL16_SEXE1_TP1,EMPL16_SEXE1_TP2,EMPL16_SEXE2_TP1,EMPL16_SEXE2_TP2,EMPL21_SEXE1_TP1,EMPL21_SEXE1_TP2,EMPL21_SEXE2_TP1,EMPL21_SEXE2_TP2,EMPL22_SEXE1_TP1,EMPL22_SEXE1_TP2,EMPL22_SEXE2_TP1,EMPL22_SEXE2_TP2,EMPL23_SEXE1_TP1,EMPL23_SEXE1_TP2,EMPL23_SEXE2_TP1,EMPL23_SEXE2_TP2,EMPLOI
01092,Châtillon-la-Palud,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,49,8,54,40,15,0,5,4,15,10,0,0,0,0,5,0,228
01093,Châtillon-sur-Chalaronne,33,10,23,0,23,0,14,4,0,0,0,17,0,0,0,0,93,20,100,76,906,33,1023,353,65,4,58,13,115,0,36,0,0,0,0,0,3018
01094,Chavannes-sur-Reyssouze,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,13,12,8,0,0,4,0,0,9,0,0,0,0,0,86
01095,Chavannes-sur-Suran,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,30,5,42,4,9,5,9,4,0,0,5,0,0,0,0,0,125
01096,Chaveyriat,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,35,35,21,0,16,0,9,0,0,0,0,0,0,0,170
01097,Chavornay,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,35
01098,Chazey-Bons,10,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,10,0,4,193,23,120,34,21,0,4,4,33,0,0,0,0,0,0,0,482
01099,Chazey-sur-Ain,4,1,0,14,0,0,4,0,0,0,0,0,0,0,0,0,16,0,9,3,82,5,73,5,33,0,10,0,10,5,5,0,0,0,0,0,279
01100,Cheignieu-la-Balme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10
01101,Chevillard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15
